teacher,budget,rep,policy_acc,sequence_acc,alive_swaps,candidate_edges
fly,12,44,0.9166666666666666,0.75,2,52
fly,12,45,0.7916666666666666,0.5,2,52
fly,12,46,0.7916666666666666,0.625,2,56
fly,12,47,0.9166666666666666,0.75,2,56
fly,12,48,0.7916666666666666,0.5,2,56
fly,12,49,0.875,0.75,2,52
fly,12,50,0.875,0.75,1,29
fly,12,51,0.9166666666666666,0.75,2,52
fly,12,52,0.9166666666666666,0.875,1,27
fly,12,53,0.875,0.75,2,52
fly,12,54,0.9166666666666666,0.75,2,48
fly,12,55,0.9166666666666666,0.75,1,24
fly,12,56,0.9166666666666666,0.75,2,56
fly,12,57,0.9166666666666666,0.75,2,52
fly,12,58,0.875,0.625,2,52
fly,12,59,0.7916666666666666,0.5,2,56
fly,12,60,0.9583333333333334,0.875,1,31
fly,12,61,0.9166666666666666,0.75,2,48
fly,12,62,0.9583333333333334,0.875,1,29
fly,12,63,0.9166666666666666,0.875,1,31
fly,12,64,0.7916666666666666,0.625,2,54
fly,12,65,0.875,0.625,2,56
fly,12,66,0.875,0.75,1,26
fly,12,67,0.9166666666666666,0.75,2,48
fly,12,68,0.9583333333333334,0.875,1,33
fly,12,69,0.9166666666666666,0.75,2,52
fly,12,70,0.875,0.625,2,52
fly,12,71,0.875,0.75,2,52
fly,12,72,0.9583333333333334,0.875,1,28
fly,12,73,0.7916666666666666,0.5,2,56
fly,12,74,0.875,0.625,2,52
fly,12,75,0.7916666666666666,0.5,2,56
fly,12,76,0.8333333333333334,0.625,2,52
fly,12,77,0.8333333333333334,0.75,1,25
fly,12,78,0.875,0.75,1,26
fly,12,79,0.8333333333333334,0.625,2,56
fly,12,80,0.875,0.75,2,56
fly,12,81,0.875,0.625,2,48
fly,12,82,0.9166666666666666,0.75,1,24
fly,12,83,0.9166666666666666,0.75,1,29
fly,12,84,0.875,0.625,2,52
fly,12,85,0.875,0.625,2,52
fly,12,86,0.75,0.625,2,52
fly,12,87,0.875,0.75,2,52
fly,12,88,0.875,0.625,2,52
fly,12,89,0.9583333333333334,0.875,1,29
fly,12,90,0.7916666666666666,0.5,2,52
fly,12,91,0.9166666666666666,0.75,2,59
fly,12,92,0.9166666666666666,0.75,2,52
fly,12,93,0.875,0.75,1,31
fly,12,94,0.875,0.75,2,56
fly,12,95,0.875,0.625,2,52
fly,12,96,0.9166666666666666,0.75,2,52
fly,12,97,0.875,0.75,1,29
fly,12,98,0.9583333333333334,0.875,1,29
fly,12,99,0.9583333333333334,0.875,1,30
fly,14,0,0.9583333333333334,0.875,1,21
fly,14,1,0.9583333333333334,0.875,1,21
fly,14,2,0.9166666666666666,0.75,1,24
fly,14,3,1.0,1.0,1,24
fly,14,4,0.9583333333333334,0.875,1,25
fly,14,5,0.9583333333333334,0.875,1,21
fly,14,6,0.9583333333333334,0.875,1,28
fly,14,7,1.0,1.0,1,27
fly,14,8,0.9166666666666666,0.875,1,21
fly,14,9,0.9166666666666666,0.875,1,21
fly,14,10,0.9166666666666666,0.75,2,40
fly,14,11,0.9166666666666666,0.75,1,24
fly,14,12,1.0,1.0,1,22
fly,14,13,1.0,1.0,1,25
fly,14,14,0.9583333333333334,0.875,1,20
fly,14,15,1.0,1.0,1,22
fly,14,16,0.9166666666666666,0.875,1,21
fly,14,17,0.9166666666666666,0.75,2,40
fly,14,18,0.9166666666666666,0.75,2,40
fly,14,19,1.0,1.0,1,24
fly,14,20,0.9583333333333334,0.875,1,20
fly,14,21,0.875,0.75,1,20
fly,14,22,0.9166666666666666,0.75,2,40
fly,14,23,0.9583333333333334,0.875,1,21
fly,14,24,0.875,0.75,1,20
fly,14,25,1.0,1.0,1,23
fly,14,26,0.9166666666666666,0.75,1,24
fly,14,27,1.0,1.0,1,25
fly,14,28,0.875,0.625,2,42
fly,14,29,0.9583333333333334,0.875,1,20
fly,14,30,1.0,1.0,1,24
fly,14,31,1.0,1.0,1,27
fly,14,32,0.9583333333333334,0.875,1,22
fly,14,33,0.9166666666666666,0.875,1,21
fly,14,34,0.9583333333333334,0.875,1,21
fly,14,35,0.9166666666666666,0.75,1,24
fly,14,36,1.0,1.0,1,21
fly,14,37,0.9166666666666666,0.75,1,20
fly,14,38,0.9166666666666666,0.75,1,24
fly,14,39,0.9583333333333334,0.875,1,23
fly,14,40,0.9583333333333334,0.875,1,21
fly,14,41,0.875,0.625,2,42
fly,14,42,0.9166666666666666,0.75,2,40
fly,14,43,0.9166666666666666,0.75,2,40
fly,14,44,0.9166666666666666,0.75,1,24
fly,14,45,0.9166666666666666,0.75,2,40
fly,14,46,0.875,0.75,1,24
fly,14,47,0.9583333333333334,0.875,1,24
fly,14,48,1.0,1.0,1,21
fly,14,49,0.9583333333333334,0.875,1,21
fly,14,50,0.9583333333333334,0.875,1,21
fly,14,51,1.0,1.0,1,22
fly,14,52,1.0,1.0,1,24
fly,14,53,1.0,1.0,1,20
fly,14,54,1.0,1.0,1,24
fly,14,55,1.0,1.0,1,24
fly,14,56,0.875,0.75,1,20
fly,14,57,0.9166666666666666,0.75,1,20
fly,14,58,0.9166666666666666,0.875,1,21
fly,14,59,1.0,1.0,1,21
fly,14,60,0.9583333333333334,0.875,1,24
fly,14,61,0.9166666666666666,0.875,1,21
fly,14,62,0.9583333333333334,0.875,1,21
fly,14,63,0.9166666666666666,0.875,1,21
fly,14,64,1.0,1.0,1,24
fly,14,65,0.9583333333333334,0.875,1,21
fly,14,66,1.0,1.0,1,25
fly,14,67,0.9583333333333334,0.875,1,21
fly,14,68,1.0,1.0,1,24
fly,14,69,1.0,1.0,1,26
fly,14,70,1.0,1.0,1,24
fly,14,71,0.9166666666666666,0.75,1,20
fly,14,72,1.0,1.0,1,24
fly,14,73,0.875,0.625,1,20
fly,14,74,0.9166666666666666,0.75,2,40
fly,14,75,0.9166666666666666,0.75,2,40
fly,14,76,0.9166666666666666,0.875,1,21
fly,14,77,0.9166666666666666,0.75,1,20
fly,14,78,1.0,1.0,1,19
fly,14,79,0.9583333333333334,0.875,1,21
fly,14,80,0.875,0.75,1,20
fly,14,81,0.9166666666666666,0.75,2,40
fly,14,82,0.9166666666666666,0.75,1,24
fly,14,83,1.0,1.0,1,25
fly,14,84,0.875,0.75,1,20
fly,14,85,0.875,0.75,1,20
fly,14,86,1.0,1.0,1,23
fly,14,87,0.8333333333333334,0.5,1,20
fly,14,88,1.0,1.0,1,28
fly,14,89,0.9583333333333334,0.875,1,21
fly,14,90,1.0,1.0,1,26
fly,14,91,0.9583333333333334,0.875,1,21
fly,14,92,0.9166666666666666,0.75,2,40
fly,14,93,0.9166666666666666,0.875,1,27
fly,14,94,0.9166666666666666,0.875,1,21
fly,14,95,1.0,1.0,1,28
fly,14,96,0.9583333333333334,0.875,1,21
fly,14,97,1.0,1.0,1,25
fly,14,98,0.9583333333333334,0.875,1,21
fly,14,99,1.0,1.0,1,25
fly,16,0,1.0,1.0,1,16
fly,16,1,1.0,1.0,1,24
fly,16,2,0.9583333333333334,0.875,1,18
fly,16,3,1.0,1.0,1,26
fly,16,4,1.0,1.0,1,23
fly,16,5,1.0,1.0,1,21
fly,16,6,1.0,1.0,1,24
fly,16,7,1.0,1.0,1,21
fly,16,8,1.0,1.0,1,25
fly,16,9,1.0,1.0,1,20
fly,16,10,1.0,1.0,1,23
fly,16,11,1.0,1.0,1,17
fly,16,12,1.0,1.0,1,20
fly,16,13,1.0,1.0,1,19
fly,16,14,1.0,1.0,1,20
fly,16,15,1.0,1.0,1,20
fly,16,16,1.0,1.0,1,22
fly,16,17,1.0,1.0,1,21
fly,16,18,1.0,1.0,1,18
fly,16,19,1.0,1.0,1,22
fly,16,20,1.0,1.0,1,21
fly,16,21,1.0,1.0,1,22
fly,16,22,1.0,1.0,1,23
fly,16,23,1.0,1.0,1,23
fly,16,24,1.0,1.0,1,23
fly,16,25,1.0,1.0,1,27
fly,16,26,1.0,1.0,1,18
fly,16,27,1.0,1.0,1,19
fly,16,28,1.0,1.0,1,18
fly,16,29,1.0,1.0,1,24
fly,16,30,1.0,1.0,1,22
fly,16,31,1.0,1.0,1,18
fly,16,32,1.0,1.0,1,19
fly,16,33,1.0,1.0,1,19
fly,16,34,1.0,1.0,1,23
fly,16,35,1.0,1.0,1,22
fly,16,36,1.0,1.0,1,18
fly,16,37,1.0,1.0,1,21
fly,16,38,1.0,1.0,1,19
fly,16,39,1.0,1.0,1,22
fly,16,40,1.0,1.0,1,18
fly,16,41,1.0,1.0,1,18
fly,16,42,1.0,1.0,1,22
fly,16,43,1.0,1.0,1,20
fly,16,44,1.0,1.0,1,23
fly,16,45,1.0,1.0,1,27
fly,16,46,1.0,1.0,1,21
fly,16,47,1.0,1.0,1,20
fly,16,48,1.0,1.0,1,17
fly,16,49,1.0,1.0,1,20
fly,16,50,1.0,1.0,1,18
fly,16,51,1.0,1.0,1,21
fly,16,52,1.0,1.0,1,18
fly,16,53,1.0,1.0,1,18
fly,16,54,1.0,1.0,1,23
fly,16,55,1.0,1.0,1,25
fly,16,56,1.0,1.0,1,20
fly,16,57,1.0,1.0,1,19
fly,16,58,1.0,1.0,1,25
fly,16,59,1.0,1.0,1,19
fly,16,60,1.0,1.0,1,19
fly,16,61,1.0,1.0,1,17
fly,16,62,1.0,1.0,1,18
fly,16,63,1.0,1.0,1,20
fly,16,64,1.0,1.0,1,23
fly,16,65,1.0,1.0,1,19
fly,16,66,1.0,1.0,1,24
fly,16,67,1.0,1.0,1,26
fly,16,68,1.0,1.0,1,19
fly,16,69,1.0,1.0,1,23
fly,16,70,1.0,1.0,1,18
fly,16,71,1.0,1.0,1,22
fly,16,72,1.0,1.0,1,20
fly,16,73,1.0,1.0,1,18
fly,16,74,1.0,1.0,1,20
fly,16,75,1.0,1.0,1,18
fly,16,76,1.0,1.0,1,24
fly,16,77,1.0,1.0,1,19
fly,16,78,1.0,1.0,1,25
fly,16,79,1.0,1.0,1,21
fly,16,80,1.0,1.0,1,22
fly,16,81,1.0,1.0,1,21
fly,16,82,1.0,1.0,1,18
fly,16,83,0.9583333333333334,0.875,1,18
fly,16,84,1.0,1.0,1,19
fly,16,85,1.0,1.0,1,18
fly,16,86,1.0,1.0,1,18
fly,16,87,1.0,1.0,1,18
fly,16,88,1.0,1.0,1,18
fly,16,89,1.0,1.0,1,26
fly,16,90,1.0,1.0,1,19
fly,16,91,1.0,1.0,1,18
fly,16,92,1.0,1.0,1,22
fly,16,93,1.0,1.0,1,24
fly,16,94,1.0,1.0,1,19
fly,16,95,1.0,1.0,1,19
fly,16,96,0.9583333333333334,0.875,1,18
fly,16,97,1.0,1.0,1,18
fly,16,98,1.0,1.0,1,19
fly,16,99,1.0,1.0,1,20
fly,18,0,1.0,1.0,1,22
fly,18,1,1.0,1.0,1,22
fly,18,2,1.0,1.0,1,17
fly,18,3,1.0,1.0,1,18
fly,18,4,1.0,1.0,1,24
fly,18,5,1.0,1.0,1,16
fly,18,6,1.0,1.0,1,21
fly,18,7,1.0,1.0,1,22
fly,18,8,1.0,1.0,1,15
fly,18,9,1.0,1.0,1,18
fly,18,10,1.0,1.0,1,18
fly,18,11,1.0,1.0,1,18
fly,18,12,1.0,1.0,1,18
fly,18,13,1.0,1.0,1,21
fly,18,14,1.0,1.0,1,18
fly,18,15,1.0,1.0,1,22
fly,18,16,1.0,1.0,1,22
fly,18,17,1.0,1.0,1,22
fly,18,18,1.0,1.0,1,17
fly,18,19,1.0,1.0,1,18
fly,18,20,1.0,1.0,1,24
fly,18,21,1.0,1.0,1,22
fly,18,22,1.0,1.0,1,19
fly,18,23,1.0,1.0,1,20
fly,18,24,1.0,1.0,1,22
fly,18,25,1.0,1.0,1,21
fly,18,26,1.0,1.0,1,19
fly,18,27,1.0,1.0,1,17
fly,18,28,1.0,1.0,1,15
fly,18,29,1.0,1.0,1,21
fly,18,30,1.0,1.0,1,22
fly,18,31,1.0,1.0,1,22
fly,18,32,1.0,1.0,1,17
fly,18,33,1.0,1.0,1,22
fly,18,34,1.0,1.0,1,22
fly,18,35,1.0,1.0,1,20
fly,18,36,1.0,1.0,1,22
fly,18,37,1.0,1.0,1,21
fly,18,38,1.0,1.0,1,17
fly,18,39,1.0,1.0,1,18
fly,18,40,1.0,1.0,1,22
fly,18,41,1.0,1.0,1,20
fly,18,42,1.0,1.0,1,16
fly,18,43,1.0,1.0,1,19
fly,18,44,1.0,1.0,1,20
fly,18,45,1.0,1.0,1,23
fly,18,46,1.0,1.0,1,21
fly,18,47,1.0,1.0,1,20
fly,18,48,1.0,1.0,1,19
fly,18,49,1.0,1.0,1,22
fly,18,50,1.0,1.0,1,22
fly,18,51,1.0,1.0,1,22
fly,18,52,1.0,1.0,1,22
fly,18,53,1.0,1.0,1,17
fly,18,54,1.0,1.0,1,19
fly,18,55,1.0,1.0,1,22
fly,18,56,1.0,1.0,1,20
fly,18,57,1.0,1.0,1,18
fly,18,58,1.0,1.0,1,20
fly,18,59,1.0,1.0,1,19
fly,18,60,1.0,1.0,1,16
fly,18,61,1.0,1.0,1,24
fly,18,62,1.0,1.0,1,19
fly,18,63,1.0,1.0,1,18
fly,18,64,1.0,1.0,1,21
fly,18,65,1.0,1.0,1,22
fly,18,66,1.0,1.0,1,16
fly,18,67,1.0,1.0,1,16
fly,18,68,1.0,1.0,1,21
fly,18,69,1.0,1.0,1,18
fly,18,70,1.0,1.0,1,20
fly,18,71,1.0,1.0,1,23
fly,18,72,1.0,1.0,1,19
fly,18,73,1.0,1.0,1,18
fly,18,74,1.0,1.0,1,17
fly,18,75,1.0,1.0,1,18
fly,18,76,1.0,1.0,1,20
fly,18,77,1.0,1.0,1,18
fly,18,78,1.0,1.0,1,18
fly,18,79,1.0,1.0,1,21
fly,18,80,1.0,1.0,1,18
fly,18,81,1.0,1.0,1,18
fly,18,82,1.0,1.0,1,20
fly,18,83,1.0,1.0,1,18
fly,18,84,1.0,1.0,1,18
fly,18,85,1.0,1.0,1,17
fly,18,86,1.0,1.0,1,19
fly,18,87,1.0,1.0,1,18
fly,18,88,1.0,1.0,1,24
fly,18,89,1.0,1.0,1,22
fly,18,90,1.0,1.0,1,17
fly,18,91,1.0,1.0,1,18
fly,18,92,1.0,1.0,1,18
fly,18,93,1.0,1.0,1,22
fly,18,94,1.0,1.0,1,22
fly,18,95,1.0,1.0,1,20
fly,18,96,1.0,1.0,1,18
fly,18,97,1.0,1.0,1,23
fly,18,98,1.0,1.0,1,22
fly,18,99,1.0,1.0,1,18
